country_iso3_code,country,country_id,year,leverage,cooks_distance,standardized_residual,flag_leverage,flag_cooks,flag_residual,model,dependent_value,leverage_cutoff,cooks_cutoff
MRT,Mauritania,MRT,2009,.0962812143834118,.0064391984155096,-2.30623264423765,0,1,0,ECI,-2.357995,.1685823754789272,.0038314176245211
NGA,Nigeria,NGA,1996,.123619584547515,.0060986125618546,1.950561060755907,0,1,0,ECI,-1.6133003,.1685823754789272,.0038314176245211
CAF,Central African Republic,CAF,1998,.1049965729305775,.0059788443836848,-2.117750281424037,0,1,0,ECI,-1.1081082,.1685823754789272,.0038314176245211
QAT,Qatar,QAT,2015,.0915736281238733,.0058670317098326,-2.263133690885943,0,1,0,ECI,-.1637791,.1685823754789272,.0038314176245211
NGA,Nigeria,NGA,2005,.0700865713505445,.0058020000092385,-2.602759563665337,0,1,0,ECI,-2.8068197,.1685823754789272,.0038314176245211
LBR,Liberia,LBR,2015,.0733857966117046,.0057629569578904,-2.530506714693629,0,1,0,ECI,-1.609395,.1685823754789272,.0038314176245211
IRQ,Iraq,IRQ,2015,.0885172286006233,.005715956616444,-2.275863056299369,0,1,0,ECI,-2.2593727,.1685823754789272,.0038314176245211
BDI,Burundi,BDI,2012,.0731050297494189,.0053826274844613,2.450643465491614,0,1,0,ECI,-.30153364,.1685823754789272,.0038314176245211
COD,Democratic Republic of the Congo,COD,2010,.0812955899147285,.0049084896187756,2.209376252295088,0,1,0,ECI,-1.3107023,.1685823754789272,.0038314176245211
ATG,Antigua and Barbuda,ATG,2009,.0883666331222539,.0048050279439562,2.088599872174156,0,1,0,ECI,1.2664955,.1685823754789272,.0038314176245211
VNM,Vietnam,VNM,2021,.1022560994210462,.0047854564337136,1.922802330437219,0,1,0,ECI,.5467062,.1685823754789272,.0038314176245211
BRN,Brunei,BRN,2016,.0873937930731294,.0045939876409708,2.054649098409032,0,1,0,ECI,.38633046,.1685823754789272,.0038314176245211
COG,Republic of the Congo,COG,2002,.1038722345572785,.0045594372502414,-1.860510764795724,0,1,0,ECI,-2.5105176,.1685823754789272,.0038314176245211
COD,Democratic Republic of the Congo,COD,2004,.0882189870702943,.0045294226190158,-2.029677311148766,0,1,0,ECI,-2.3014402,.1685823754789272,.0038314176245211
ZMB,Zambia,ZMB,1996,.0941359025496373,.0045129227158313,1.954898270855285,0,1,0,ECI,-.321706,.1685823754789272,.0038314176245211
DZA,Algeria,DZA,2000,.08448896440244,.0044491811363136,2.059743675725972,0,1,0,ECI,-.41647336,.1685823754789272,.0038314176245211
GAB,Gabon,GAB,2000,.0891575190714855,.0044408612516635,1.998101700949464,0,1,0,ECI,-.6451203,.1685823754789272,.0038314176245211
BRN,Brunei,BRN,2017,.086354115855265,.0044291775530202,2.03072124002244,0,1,0,ECI,.38860795,.1685823754789272,.0038314176245211
VNM,Vietnam,VNM,2020,.1061158921927703,.0043486660169141,1.795435287235635,0,1,0,ECI,.44940814,.1685823754789272,.0038314176245211
IRQ,Iraq,IRQ,2007,.0919555097954348,.0043236654929623,-1.938349403775204,0,1,0,ECI,-2.1347842,.1685823754789272,.0038314176245211
QAT,Qatar,QAT,2007,.077126331022134,.0041767515516683,2.097154607415811,0,1,0,ECI,.5862271,.1685823754789272,.0038314176245211
DZA,Algeria,DZA,2011,.0695985567549924,.0040089140909654,-2.171649746878006,0,1,0,ECI,-1.3837602,.1685823754789272,.0038314176245211
MRT,Mauritania,MRT,2018,.1198755703183867,.0039600504432388,1.599552098241937,0,1,0,ECI,-1.5081018,.1685823754789272,.0038314176245211
COG,Republic of the Congo,COG,2005,.0941473619082434,.0039492230405118,-1.828613266581204,0,1,0,ECI,-2.4046726,.1685823754789272,.0038314176245211
IDN,Indonesia,IDN,1996,.1334039541688092,.0038365322826834,-1.48093079752119,0,1,0,ECI,-.13506052,.1685823754789272,.0038314176245211
KWT,Kuwait,KWT,2020,.1805956842508269,.000301132239427,.3467491480528554,1,0,0,ECI,.3139577,.1685823754789272,.0038314176245211
