order,outcome,model,term,term_role,omitted_country_id,omitted_country_code,omitted_country_name,omitted_observations,coefficient,standard_error,t_statistic,p_value,ci_lower,ci_upper,reference_coefficient,reference_standard_error,reference_p_cluster,reference_p_bootstrap,absolute_coefficient_difference,relative_absolute_difference,deviation_in_reference_se,sign_match,significant_5,reference_significant_5,observations,reference_observations,countries,clusters
122,DIVX,T1,c.t1_rents#c.t1_inst,interaction,8,BOL,Bolivia,22,-.0002399549140003,.001064482,-.2254194,.82255387,-.0023769918,.0018970821,-.00025017295,.0010669918,.81554425,.82868284,.00001021802,.04084383,.0095764752,1,0,0,1126,1148,52,52
154,DIVX,T1,c.t1_rents#c.t1_inst,interaction,24,IDN,Indonesia,22,-.0002895838516525,.0010660429,-.27164373,.78699261,-.0024297542,.0018505865,-.00025017295,.0010669918,.81554425,.82868284,.000039410916,.1575347,.036936477,1,0,0,1126,1148,52,52
126,DIVX,T1,c.t1_rents#c.t1_inst,interaction,10,CAF,Central African Republic,22,-.0002650499424569,.0010667273,-.24847019,.80476844,-.0024065946,.0018764946,-.00025017295,.0010669918,.81554425,.82868284,.000014877008,.059466898,.013942945,1,0,0,1126,1148,52,52
206,DIVX,T1,c.t1_rents#c.t1_inst,interaction,52,VNM,Vietnam,22,-.0002601171617806,.0010687719,-.24337947,.80868775,-.0024057664,.0018855321,-.00025017295,.0010669918,.81554425,.82868284,9.9442277e-06,.039749414,.0093198726,1,0,0,1126,1148,52,52
156,DIVX,T1,c.t1_rents#c.t1_inst,interaction,25,IND,India,22,-.0002542410594435,.0010675204,-.2381604,.812711,-.0023973775,.0018888954,-.00025017295,.0010669918,.81554425,.82868284,4.0681252e-06,.016261252,.0038127052,1,0,0,1126,1148,52,52
194,DIVX,T1,c.t1_rents#c.t1_inst,interaction,46,SUR,Suriname,20,-.0005903043897203,.0010143603,-.58194745,.56316584,-.0026267176,.0014461089,-.00025017295,.0010669918,.81554425,.82868284,.00034013146,1.3595854,.31877607,1,0,0,1128,1148,52,52
196,DIVX,T1,c.t1_rents#c.t1_inst,interaction,47,SYC,Seychelles,22,-.000276604923635,.0010595254,-.26106495,.79509377,-.0024036909,.001850481,-.00025017295,.0010669918,.81554425,.82868284,.00002643199,.10565487,.024772439,1,0,0,1126,1148,52,52
202,DIVX,T1,c.t1_rents#c.t1_inst,interaction,50,TTO,Trinidad and Tobago,22,-.0002740366784501,.0010742627,-.2550928,.79967737,-.0024307091,.0018826358,-.00025017295,.0010669918,.81554425,.82868284,.000023863744,.095388994,.022365443,1,0,0,1126,1148,52,52
160,DIVX,T1,c.t1_rents#c.t1_inst,interaction,27,IRQ,Iraq,22,-.0000283223991468,.0012734988,-.022239832,.98234344,-.0025849778,.0025283331,-.00025017295,.0010669918,.81554425,.82868284,.00022185054,.88678873,.2079215,1,0,0,1126,1148,52,52
108,DIVX,T1,c.t1_rents#c.t1_inst,interaction,1,AGO,Angola,22,-.0002789642267737,.0011544153,-.24164981,.81002051,-.0025965497,.0020386211,-.00025017295,.0010669918,.81554425,.82868284,.000028791292,.11508556,.026983611,1,0,0,1126,1148,52,52
134,DIVX,T1,c.t1_rents#c.t1_inst,interaction,14,COG,Republic of the Congo,20,-.000625281099633,.001019907,-.61307657,.54255021,-.0026728299,.0014222676,-.00025017295,.0010669918,.81554425,.82868284,.00037510815,1.4993955,.35155675,1,0,0,1128,1148,52,52
146,DIVX,T1,c.t1_rents#c.t1_inst,interaction,20,GHA,Ghana,22,-.0002464960889385,.0010667645,-.23106889,.81818581,-.0023881153,.001895123,-.00025017295,.0010669918,.81554425,.82868284,3.6768454e-06,.014697215,.0034459922,1,0,0,1126,1148,52,52
172,DIVX,T1,c.t1_rents#c.t1_inst,interaction,33,LBY,Libya,22,.0003226860478885,.0010871595,.29681575,.76781267,-.0018598777,.0025052498,-.00025017295,.0010669918,.81554425,.82868284,.00057285896,2.2898519,.53689164,0,0,0,1126,1148,52,52
164,DIVX,T1,c.t1_rents#c.t1_inst,interaction,29,JAM,Jamaica,22,-.0002232410642446,.0010699038,-.20865527,.83554852,-.0023711626,.0019246804,-.00025017295,.0010669918,.81554425,.82868284,.00002693187,.10765301,.025240934,1,0,0,1126,1148,52,52
212,DIVX,T1,c.t1_rents#c.t1_inst,interaction,55,ZMB,Zambia,22,-.000283038722141,.0010606105,-.26686397,.79065001,-.0024123031,.0018462257,-.00025017295,.0010669918,.81554425,.82868284,.000032865788,.13137227,.030802287,1,0,0,1126,1148,52,52
184,DIVX,T1,c.t1_rents#c.t1_inst,interaction,40,PER,Peru,22,-.0002506640115212,.001066227,-.23509443,.81507683,-.002391204,.001889876,-.00025017295,.0010669918,.81554425,.82868284,4.9107723e-07,.0019629512,.0004602446,1,0,0,1126,1148,52,52
144,DIVX,T1,c.t1_rents#c.t1_inst,interaction,19,GAB,Gabon,22,-.000227685360757,.0010716874,-.212455,.83259898,-.0023791876,.001923817,-.00025017295,.0010669918,.81554425,.82868284,.000022487573,.089888118,.021075675,1,0,0,1126,1148,52,52
200,DIVX,T1,c.t1_rents#c.t1_inst,interaction,49,TGO,Togo,22,-.000274261825519,.0010716496,-.25592491,.79903829,-.0024256881,.0018771645,-.00025017295,.0010669918,.81554425,.82868284,.000024088891,.096288957,.022576453,1,0,0,1126,1148,52,52
116,DIVX,T1,c.t1_rents#c.t1_inst,interaction,5,AUS,Australia,22,-.0000649685609954,.0010761023,-.060373969,.95209378,-.0022253338,.0020953969,-.00025017295,.0010669918,.81554425,.82868284,.00018520438,.74030542,.17357619,1,0,0,1126,1148,52,52
192,DIVX,T1,c.t1_rents#c.t1_inst,interaction,44,SAU,Saudi Arabia,22,-.0000871330998984,.0010706494,-.081383415,.93545556,-.0022365514,.0020622851,-.00025017295,.0010669918,.81554425,.82868284,.00016303983,.65170854,.15280327,1,0,0,1126,1148,52,52
162,DIVX,T1,c.t1_rents#c.t1_inst,interaction,28,ISR,Israel,22,-.0002697086269583,.0010669837,-.25277671,.80145687,-.0024117678,.0018723505,-.00025017295,.0010669918,.81554425,.82868284,.000019535693,.078088753,.018309131,1,0,0,1126,1148,52,52
168,DIVX,T1,c.t1_rents#c.t1_inst,interaction,31,KWT,Kuwait,22,-.0006262303378791,.0010640559,-.58853137,.55877328,-.002762412,.0015099512,-.00025017295,.0010669918,.81554425,.82868284,.0003760574,1.5031898,.35244638,1,0,0,1126,1148,52,52
182,DIVX,T1,c.t1_rents#c.t1_inst,interaction,39,OMN,Oman,22,.0003301407977809,.0010070881,.32781717,.74439192,-.0016916731,.0023519546,-.00025017295,.0010669918,.81554425,.82868284,.00058031373,2.3196504,.54387832,0,0,0,1126,1148,52,52
170,DIVX,T1,c.t1_rents#c.t1_inst,interaction,32,LBR,Liberia,20,-.0000192528779955,.001075923,-.01789429,.98579299,-.0021792583,.0021407527,-.00025017295,.0010669918,.81554425,.82868284,.00023092005,.9230417,.21642159,1,0,0,1128,1148,52,52
190,DIVX,T1,c.t1_rents#c.t1_inst,interaction,43,RUS,Russian Federation,22,-.000267629532862,.0010691696,-.25031531,.80334914,-.0024140773,.0018788181,-.00025017295,.0010669918,.81554425,.82868284,.000017456599,.069778129,.016360573,1,0,0,1126,1148,52,52
148,DIVX,T1,c.t1_rents#c.t1_inst,interaction,21,GIN,Guinea,22,-.0001810904628607,.0010708384,-.16911091,.86637837,-.0023308883,.0019687074,-.00025017295,.0010669918,.81554425,.82868284,.000069082475,.27613887,.064745083,1,0,0,1126,1148,52,52
180,DIVX,T1,c.t1_rents#c.t1_inst,interaction,37,NOR,Norway,22,-.0001804920995434,.0011169882,-.16158819,.87226862,-.0024229395,.0020619554,-.00025017295,.0010669918,.81554425,.82868284,.000069680835,.27853066,.065305874,1,0,0,1126,1148,52,52
140,DIVX,T1,c.t1_rents#c.t1_inst,interaction,17,ECU,Ecuador,22,-.0002741188028674,.0010658684,-.25717884,.7980755,-.002413939,.0018657014,-.00025017295,.0010669918,.81554425,.82868284,.000023945868,.095717266,.022442412,1,0,0,1126,1148,52,52
186,DIVX,T1,c.t1_rents#c.t1_inst,interaction,41,PNG,Papua New Guinea,22,-.0002425000182803,.0010727012,-.22606483,.82205456,-.0023960376,.0019110375,-.00025017295,.0010669918,.81554425,.82868284,7.6729157e-06,.030670447,.0071911667,1,0,0,1126,1148,52,52
130,DIVX,T1,c.t1_rents#c.t1_inst,interaction,12,CMR,Cameroon,22,-.0002828927457911,.0010672803,-.26505947,.79203206,-.0024255475,.0018597619,-.00025017295,.0010669918,.81554425,.82868284,.00003271981,.13078877,.030665476,1,0,0,1126,1148,52,52
204,DIVX,T1,c.t1_rents#c.t1_inst,interaction,51,VEN,Venezuela,16,-.0004445514816851,.0010542569,-.42167282,.67503595,-.0025610605,.0016719576,-.00025017295,.0010669918,.81554425,.82868284,.00019437855,.7769767,.18217435,1,0,0,1132,1148,52,52
128,DIVX,T1,c.t1_rents#c.t1_inst,interaction,11,CHL,Chile,22,-.0002074019028005,.0011336713,-.18294713,.85556483,-.0024833421,.0020685382,-.00025017295,.0010669918,.81554425,.82868284,.000042771033,.17096587,.040085625,1,0,0,1126,1148,52,52
124,DIVX,T1,c.t1_rents#c.t1_inst,interaction,9,BRN,Brunei,22,-.0001957915108119,.0010998524,-.17801617,.85941547,-.0024038374,.0020122544,-.00025017295,.0010669918,.81554425,.82868284,.000054381424,.21737532,.050967049,1,0,0,1126,1148,52,52
152,DIVX,T1,c.t1_rents#c.t1_inst,interaction,23,GUY,Guyana,22,-.0002456002954422,.0010680183,-.22995889,.81904358,-.0023897365,.0018985359,-.00025017295,.0010669918,.81554425,.82868284,4.5726388e-06,.018277911,.0042855428,1,0,0,1126,1148,52,52
150,DIVX,T1,c.t1_rents#c.t1_inst,interaction,22,GMB,The Gambia,22,-.0002662826496306,.0010640939,-.25024354,.80340433,-.0024025403,.0018699751,-.00025017295,.0010669918,.81554425,.82868284,.000016109716,.064394318,.015098256,1,0,0,1126,1148,52,52
158,DIVX,T1,c.t1_rents#c.t1_inst,interaction,26,IRN,Iran,22,-.0003279155571093,.0010781935,-.30413422,.76226312,-.0024924795,.0018366483,-.00025017295,.0010669918,.81554425,.82868284,.000077742625,.31075552,.0728615,1,0,0,1126,1148,52,52
142,DIVX,T1,c.t1_rents#c.t1_inst,interaction,18,EGY,Egypt,22,-.0002505287128982,.0010669449,-.23480941,.81529689,-.00239251,.0018914526,-.00025017295,.0010669918,.81554425,.82868284,3.5577861e-07,.0014221306,.00033344081,1,0,0,1126,1148,52,52
138,DIVX,T1,c.t1_rents#c.t1_inst,interaction,16,DZA,Algeria,22,-.0002456913097528,.0010701172,-.22959289,.81932646,-.0023940413,.0019026587,-.00025017295,.0010669918,.81554425,.82868284,4.4816247e-06,.017914107,.0042002429,1,0,0,1126,1148,52,52
132,DIVX,T1,c.t1_rents#c.t1_inst,interaction,13,COD,Democratic Republic of the Congo,20,-.0000709138366945,.0010790781,-.065717064,.94786,-.0022372534,.0020954257,-.00025017295,.0010669918,.81554425,.82868284,.00017925909,.71654075,.1680042,1,0,0,1128,1148,52,52
210,DIVX,T1,c.t1_rents#c.t1_inst,interaction,54,ZAF,South Africa,22,-.0002402150788446,.0010684695,-.22482166,.82301641,-.002385257,.001904827,-.00025017295,.0010669918,.81554425,.82868284,9.9578556e-06,.039803889,.0093326448,1,0,0,1126,1148,52,52
178,DIVX,T1,c.t1_rents#c.t1_inst,interaction,36,NGA,Nigeria,22,-.0002624279196042,.0010765924,-.24375793,.80839622,-.0024237772,.0018989213,-.00025017295,.0010669918,.81554425,.82868284,.000012254985,.048986055,.011485548,1,0,0,1126,1148,52,52
208,DIVX,T1,c.t1_rents#c.t1_inst,interaction,53,YEM,Yemen,18,-.0006020467530984,.0010128214,-.59442538,.55485559,-.0026353705,.001431277,-.00025017295,.0010669918,.81554425,.82868284,.00035187381,1.4065223,.32978117,1,0,0,1130,1148,52,52
188,DIVX,T1,c.t1_rents#c.t1_inst,interaction,42,QAT,Qatar,22,-.0003408162016152,.0011724437,-.29068875,.77246821,-.0026945951,.0020129627,-.00025017295,.0010669918,.81554425,.82868284,.000090643269,.36232245,.084952168,1,0,0,1126,1148,52,52
120,DIVX,T1,c.t1_rents#c.t1_inst,interaction,7,BHR,Bahrain,22,-.0003046709226608,.0010814879,-.28171459,.77930236,-.0024758484,.0018665066,-.00025017295,.0010669918,.81554425,.82868284,.000054497988,.21784127,.051076297,1,0,0,1126,1148,52,52
118,DIVX,T1,c.t1_rents#c.t1_inst,interaction,6,BDI,Burundi,22,-.0002911503665006,.0010635362,-.27375689,.78537714,-.0024262883,.0018439876,-.00025017295,.0010669918,.81554425,.82868284,.000040977433,.16379642,.038404636,1,0,0,1126,1148,52,52
114,DIVX,T1,c.t1_rents#c.t1_inst,interaction,4,ATG,Antigua and Barbuda,22,-.00023446402262,.0010811484,-.21686573,.82917821,-.0024049599,.0019360319,-.00025017295,.0010669918,.81554425,.82868284,.000015708913,.062792212,.014722617,1,0,0,1126,1148,52,52
174,DIVX,T1,c.t1_rents#c.t1_inst,interaction,34,MNG,Mongolia,22,-.0002588461100354,.0010643539,-.24319553,.80882943,-.0023956257,.0018779335,-.00025017295,.0010669918,.81554425,.82868284,8.6731761e-06,.034668721,.0081286244,1,0,0,1126,1148,52,52
112,DIVX,T1,c.t1_rents#c.t1_inst,interaction,3,ARE,United Arab Emirates,22,-.0002750124149342,.0011246864,-.24452361,.80780643,-.0025329147,.0019828898,-.00025017295,.0010669918,.81554425,.82868284,.000024839481,.099289238,.023279916,1,0,0,1126,1148,52,52
198,DIVX,T1,c.t1_rents#c.t1_inst,interaction,48,SYR,Syria,22,-.0002906265894689,.0010768124,-.26989529,.7883299,-.0024524175,.0018711644,-.00025017295,.0010669918,.81554425,.82868284,.000040453655,.16170277,.037913743,1,0,0,1126,1148,52,52
110,DIVX,T1,c.t1_rents#c.t1_inst,interaction,2,ALB,Albania,22,-.0002886355047482,.0010666217,-.27060717,.78778535,-.002429968,.001852697,-.00025017295,.0010669918,.81554425,.82868284,.000038462571,.15374394,.036047671,1,0,0,1126,1148,52,52
176,DIVX,T1,c.t1_rents#c.t1_inst,interaction,35,MRT,Mauritania,22,-.0002393265940377,.0010868516,-.22020172,.82659316,-.0024212722,.0019426191,-.00025017295,.0010669918,.81554425,.82868284,.00001084634,.043355372,.010165346,1,0,0,1126,1148,52,52
166,DIVX,T1,c.t1_rents#c.t1_inst,interaction,30,JOR,Jordan,22,-.0002477471364859,.0010665109,-.23229685,.81723714,-.0023888571,.0018933628,-.00025017295,.0010669918,.81554425,.82868284,2.4257979e-06,.0096964836,.0022734925,1,0,0,1126,1148,52,52
136,DIVX,T1,c.t1_rents#c.t1_inst,interaction,15,COL,Colombia,22,-.0002683019675625,.0010629373,-.2524156,.80173439,-.0024022378,.0018656339,-.00025017295,.0010669918,.81554425,.82868284,.000018129032,.072466008,.01699079,1,0,0,1126,1148,52,52
159,DIVX,T1,t1_rents,rents,27,IRQ,Iraq,22,-.0044763663477307,.001298436,-3.4475064,.001142293,-.0070830854,-.0018696474,-.0044862321,.0012831953,.00097474671,.0020002001,9.8657829e-06,.0021991243,.0076884492,1,1,1,1126,1148,52,52
117,DIVX,T1,t1_rents,rents,6,BDI,Burundi,22,-.0045355923008256,.0012918666,-3.5108826,.00094391144,-.007129123,-.0019420617,-.0044862321,.0012831953,.00097474671,.0020002001,.000049360169,.01100259,.038466606,1,1,1,1126,1148,52,52
197,DIVX,T1,t1_rents,rents,48,SYR,Syria,22,-.0046852404592178,.0012826227,-3.6528597,.00061189051,-.0072602127,-.002110268,-.0044862321,.0012831953,.00097474671,.0020002001,.00019900833,.044359792,.1550881,1,1,1,1126,1148,52,52
115,DIVX,T1,t1_rents,rents,5,AUS,Australia,22,-.0042602720735528,.0012713756,-3.3509154,.0015225561,-.0068126651,-.0017078791,-.0044862321,.0012831953,.00097474671,.0020002001,.00022596006,.050367445,.1760917,1,1,1,1126,1148,52,52
135,DIVX,T1,t1_rents,rents,15,COL,Colombia,22,-.0044669540008857,.0012818113,-3.4848764,.0010209811,-.0070402976,-.0018936105,-.0044862321,.0012831953,.00097474671,.0020002001,.00001927813,.0042971759,.015023534,1,1,1,1126,1148,52,52
145,DIVX,T1,t1_rents,rents,20,GHA,Ghana,22,-.0044381850326621,.0013001403,-3.41362,.0012640478,-.0070483256,-.0018280444,-.0044862321,.0012831953,.00097474671,.0020002001,.000048047099,.0107099,.037443321,1,1,1,1126,1148,52,52
167,DIVX,T1,t1_rents,rents,31,KWT,Kuwait,22,-.0048287049284452,.0013323969,-3.6240742,.00066854869,-.0075036031,-.0021538066,-.0044862321,.0012831953,.00097474671,.0020002001,.00034247281,.076338626,.26689062,1,1,1,1126,1148,52,52
183,DIVX,T1,t1_rents,rents,40,PER,Peru,22,-.0044612021551513,.0012894333,-3.459816,.0011008932,-.0070498474,-.0018725567,-.0044862321,.0012831953,.00097474671,.0020002001,.000025029974,.0055792867,.019505974,1,1,1,1126,1148,52,52
175,DIVX,T1,t1_rents,rents,35,MRT,Mauritania,22,-.0049049328855252,.0012791129,-3.8346364,.00034717377,-.0074728592,-.0023370066,-.0044862321,.0012831953,.00097474671,.0020002001,.00041870074,.09333016,.32629541,1,1,1,1126,1148,52,52
199,DIVX,T1,t1_rents,rents,49,TGO,Togo,22,-.0044826878638932,.0012956668,-3.4597538,.0011010992,-.0070838477,-.0018815283,-.0044862321,.0012831953,.00097474671,.0020002001,3.5442663e-06,.00079003186,.0027620629,1,1,1,1126,1148,52,52
209,DIVX,T1,t1_rents,rents,54,ZAF,South Africa,22,-.0044727461502663,.0012858837,-3.4783442,.0010412618,-.0070542656,-.0018912269,-.0044862321,.0012831953,.00097474671,.0020002001,.00001348598,.0030060816,.010509686,1,1,1,1126,1148,52,52
125,DIVX,T1,t1_rents,rents,10,CAF,Central African Republic,22,-.0044470949634764,.0012980162,-3.4260707,.0012179444,-.0070529711,-.0018412189,-.0044862321,.0012831953,.00097474671,.0020002001,.000039137165,.0087238392,.030499771,1,1,1,1126,1148,52,52
147,DIVX,T1,t1_rents,rents,21,GIN,Guinea,22,-.0043724516629347,.0012973605,-3.3702674,.001437856,-.0069770114,-.0017678918,-.0044862321,.0012831953,.00097474671,.0020002001,.00011378046,.025362145,.088669635,1,1,1,1126,1148,52,52
179,DIVX,T1,t1_rents,rents,37,NOR,Norway,22,-.0044473877287663,.0012945251,-3.4355361,.0011839693,-.0070462553,-.0018485201,-.0044862321,.0012831953,.00097474671,.0020002001,.000038844402,.0086585805,.03027162,1,1,1,1126,1148,52,52
157,DIVX,T1,t1_rents,rents,26,IRN,Iran,22,-.0046198086223019,.0013127453,-3.5191965,.0009204665,-.0072552548,-.0019843625,-.0044862321,.0012831953,.00097474671,.0020002001,.0001335765,.029774761,.10409677,1,1,1,1126,1148,52,52
151,DIVX,T1,t1_rents,rents,23,GUY,Guyana,22,-.0044205287237725,.0013029458,-3.3927188,.0013451927,-.0070363018,-.0018047558,-.0044862321,.0012831953,.00097474671,.0020002001,.000065703403,.014645565,.051202964,1,1,1,1126,1148,52,52
133,DIVX,T1,t1_rents,rents,14,COG,Republic of the Congo,20,-.0043754835897513,.001299297,-3.3675778,.0014493546,-.0069839312,-.001767036,-.0044862321,.0012831953,.00097474671,.0020002001,.00011074854,.024686316,.08630684,1,1,1,1128,1148,52,52
143,DIVX,T1,t1_rents,rents,19,GAB,Gabon,22,-.0042999916920672,.0013244137,-3.2467134,.0020660677,-.0069588632,-.0016411202,-.0044862321,.0012831953,.00097474671,.0020002001,.00018624043,.041513778,.14513803,1,1,1,1126,1148,52,52
141,DIVX,T1,t1_rents,rents,18,EGY,Egypt,22,-.0044850198340023,.0012846257,-3.4913046,.0010013919,-.0070640137,-.0019060259,-.0044862321,.0012831953,.00097474671,.0020002001,1.2122963e-06,.00027022592,.000944748,1,1,1,1126,1148,52,52
187,DIVX,T1,t1_rents,rents,42,QAT,Qatar,22,-.0046755088148243,.0013847753,-3.3763666,.0014121002,-.0074555608,-.0018954566,-.0044862321,.0012831953,.00097474671,.0020002001,.00018927669,.04219057,.14750418,1,1,1,1126,1148,52,52
129,DIVX,T1,t1_rents,rents,12,CMR,Cameroon,22,-.0045580117949028,.001287779,-3.5394366,.00086568884,-.0071433359,-.0019726877,-.0044862321,.0012831953,.00097474671,.0020002001,.000071779665,.01599999,.055938218,1,1,1,1126,1148,52,52
191,DIVX,T1,t1_rents,rents,44,SAU,Saudi Arabia,22,-.0041428736765068,.0013191209,-3.1406324,.0028043154,-.006791119,-.0014946281,-.0044862321,.0012831953,.00097474671,.0020002001,.00034335846,.076536044,.26758081,1,1,1,1126,1148,52,52
181,DIVX,T1,t1_rents,rents,39,OMN,Oman,22,-.0038288126065965,.0012538984,-3.0535271,.0035891712,-.0063461186,-.0013115067,-.0044862321,.0012831953,.00097474671,.0020002001,.0006574195,.14654158,.51233006,1,1,1,1126,1148,52,52
207,DIVX,T1,t1_rents,rents,53,YEM,Yemen,18,-.0039483840710633,.0012126716,-3.2559385,.0020113888,-.006382924,-.0015138444,-.0044862321,.0012831953,.00097474671,.0020002001,.00053784804,.1198886,.41914743,1,1,1,1130,1148,52,52
153,DIVX,T1,t1_rents,rents,24,IDN,Indonesia,22,-.0045467942857261,.0012872122,-3.53228,.0008846916,-.007130981,-.0019626077,-.0044862321,.0012831953,.00097474671,.0020002001,.000060562157,.013499559,.047196362,1,1,1,1126,1148,52,52
149,DIVX,T1,t1_rents,rents,22,GMB,The Gambia,22,-.0043587493350894,.0012884202,-3.3830187,.0013845098,-.0069453609,-.0017721379,-.0044862321,.0012831953,.00097474671,.0020002001,.0001274828,.028416451,.099347919,1,1,1,1126,1148,52,52
137,DIVX,T1,t1_rents,rents,16,DZA,Algeria,22,-.0044365655068159,.0012926707,-3.4320927,.0011962239,-.0070317104,-.0018414208,-.0044862321,.0012831953,.00097474671,.0020002001,.000049666622,.011070899,.038705427,1,1,1,1126,1148,52,52
169,DIVX,T1,t1_rents,rents,32,LBR,Liberia,20,-.0046035356071056,.0012961581,-3.5516775,.00083408481,-.0072056814,-.0020013896,-.0044862321,.0012831953,.00097474671,.0020002001,.00011730348,.026147438,.09141513,1,1,1,1128,1148,52,52
111,DIVX,T1,t1_rents,rents,3,ARE,United Arab Emirates,22,-.0045200733757335,.0013244066,-3.4129045,.0012667467,-.0071789306,-.0018612162,-.0044862321,.0012831953,.00097474671,.0020002001,.000033841246,.0075433557,.026372636,1,1,1,1126,1148,52,52
139,DIVX,T1,t1_rents,rents,17,ECU,Ecuador,22,-.0044921381689322,.0012809697,-3.5068264,.00095555611,-.0070637921,-.0019204842,-.0044862321,.0012831953,.00097474671,.0020002001,5.9060385e-06,.0013164808,.0046026027,1,1,1,1126,1148,52,52
155,DIVX,T1,t1_rents,rents,25,IND,India,22,-.0044865106875729,.001289294,-3.4798195,.0010366476,-.0070748767,-.001898145,-.0044862321,.0012831953,.00097474671,.0020002001,2.7855731e-07,.000062091596,.00021708097,1,1,1,1126,1148,52,52
193,DIVX,T1,t1_rents,rents,46,SUR,Suriname,20,-.0049244881164773,.0012514072,-3.9351604,.0002524218,-.0074367928,-.0024121832,-.0044862321,.0012831953,.00097474671,.0020002001,.00043825599,.0976891,.34153488,1,1,1,1128,1148,52,52
161,DIVX,T1,t1_rents,rents,28,ISR,Israel,22,-.0045531982089334,.0012952414,-3.5153279,.00093130569,-.0071535036,-.0019528926,-.0044862321,.0012831953,.00097474671,.0020002001,.00006696608,.01492702,.05218697,1,1,1,1126,1148,52,52
107,DIVX,T1,t1_rents,rents,1,AGO,Angola,22,-.0046860167089453,.001282836,-3.6528575,.00061189459,-.0072614173,-.0021106161,-.0044862321,.0012831953,.00097474671,.0020002001,.00019978458,.044532821,.15569302,1,1,1,1126,1148,52,52
109,DIVX,T1,t1_rents,rents,2,ALB,Albania,22,-.0044624348787789,.0012940562,-3.4484091,.0011392079,-.0070603611,-.0018645087,-.0044862321,.0012831953,.00097474671,.0020002001,.000023797251,.0053045074,.018545307,1,1,1,1126,1148,52,52
177,DIVX,T1,t1_rents,rents,36,NGA,Nigeria,22,-.0043884144016522,.0012844036,-3.4166942,.0012525128,-.0069669625,-.0018098665,-.0044862321,.0012831953,.00097474671,.0020002001,.000097817727,.021803983,.076229803,1,1,1,1126,1148,52,52
171,DIVX,T1,t1_rents,rents,33,LBY,Libya,22,-.0048427153130373,.001341372,-3.6102703,.000697468,-.0075356318,-.0021497987,-.0044862321,.0012831953,.00097474671,.0020002001,.00035648319,.079461597,.27780896,1,1,1,1126,1148,52,52
211,DIVX,T1,t1_rents,rents,55,ZMB,Zambia,22,-.004381767546449,.0012888955,-3.3996298,.0013178297,-.0069693332,-.0017942018,-.0044862321,.0012831953,.00097474671,.0020002001,.00010446458,.023285596,.081409723,1,1,1,1126,1148,52,52
173,DIVX,T1,t1_rents,rents,34,MNG,Mongolia,22,-.0045527437312648,.0013584186,-3.3515029,.0015199168,-.0072798827,-.0018256046,-.0044862321,.0012831953,.00097474671,.0020002001,.000066511602,.014825716,.051832795,1,1,1,1126,1148,52,52
113,DIVX,T1,t1_rents,rents,4,ATG,Antigua and Barbuda,22,-.0045208261264686,.0013040992,-3.4666274,.0010786027,-.0071389144,-.0019027378,-.0044862321,.0012831953,.00097474671,.0020002001,.000034593995,.007711147,.026959259,1,1,1,1126,1148,52,52
127,DIVX,T1,t1_rents,rents,11,CHL,Chile,22,-.004441475582891,.0013263574,-3.3486269,.0015328806,-.0071042492,-.0017787021,-.0044862321,.0012831953,.00097474671,.0020002001,.000044756547,.0099764224,.03487898,1,1,1,1126,1148,52,52
163,DIVX,T1,t1_rents,rents,29,JAM,Jamaica,22,-.0045008236362084,.0012964595,-3.471627,.0010625162,-.0071035745,-.0018980727,-.0044862321,.0012831953,.00097474671,.0020002001,.000014591506,.0032525081,.011371227,1,1,1,1126,1148,52,52
185,DIVX,T1,t1_rents,rents,41,PNG,Papua New Guinea,22,-.0045573268942715,.0012924052,-3.526237,.00090104714,-.0071519385,-.0019627153,-.0044862321,.0012831953,.00097474671,.0020002001,.000071094764,.015847322,.055404473,1,1,1,1126,1148,52,52
205,DIVX,T1,t1_rents,rents,52,VNM,Vietnam,22,-.0044972874942925,.0012875468,-3.4929118,.00099655031,-.0070821457,-.0019124293,-.0044862321,.0012831953,.00097474671,.0020002001,.000011055364,.0024642872,.0086154956,1,1,1,1126,1148,52,52
189,DIVX,T1,t1_rents,rents,43,RUS,Russian Federation,22,-.0045292920157115,.0012870941,-3.519006,.00092099718,-.0071132411,-.0019453428,-.0044862321,.0012831953,.00097474671,.0020002001,.000043059885,.0095982291,.033556763,1,1,1,1126,1148,52,52
123,DIVX,T1,t1_rents,rents,9,BRN,Brunei,22,-.0044710690891038,.0013195671,-3.3882849,.0013630309,-.0071202107,-.0018219277,-.0044862321,.0012831953,.00097474671,.0020002001,.000015163041,.0033799056,.011816627,1,1,1,1126,1148,52,52
131,DIVX,T1,t1_rents,rents,13,COD,Democratic Republic of the Congo,20,-.0042735655346143,.0012738714,-3.3547857,.0015052473,-.0068309694,-.001716162,-.0044862321,.0012831953,.00097474671,.0020002001,.00021266659,.047404278,.16573204,1,1,1,1128,1148,52,52
119,DIVX,T1,t1_rents,rents,7,BHR,Bahrain,22,-.0045502147407258,.0013044408,-3.4882495,.0010106572,-.0071689887,-.0019314407,-.0044862321,.0012831953,.00097474671,.0020002001,.00006398261,.014261993,.049861938,1,1,1,1126,1148,52,52
121,DIVX,T1,t1_rents,rents,8,BOL,Bolivia,22,-.0044081106259928,.0012741379,-3.459681,.0011013394,-.0069660493,-.0018501722,-.0044862321,.0012831953,.00097474671,.0020002001,.000078121506,.017413612,.060880445,1,1,1,1126,1148,52,52
