model,variable,horizon,beta,se,t_stat,p_val,ci_low,ci_high
DIVX,log_oilpc,5,.0175658253706065,.0065875846554518,2.66650468864476,.0104146752632765,.0043205986935631,.0308110520476499
DIVX,log_gaspc,5,.0278266624873216,.011437199210141,2.432996223642637,.0187500913970926,.0048306322255397,.0508226927491035
DIVX,log_coalpc,5,-.0206093826930622,.011399150587929,-1.807975299044323,.0768780894440724,-.043528911072545,.0023101456864206
DIVX,hhi,5,-.0886079243621612,.0757394532017993,-1.169904463477909,.2478157154490321,-.2408923014931529,.0636764527688305
DIVX,pexp,5,.0002307922036458,.0005989127755999,.3853519461404499,.7016791387836545,-.0009734026397606,.0014349870470522
DIVX,fexp,5,-.0012274526679044,.0005665826161451,-2.166414275566219,.0352752763323522,-.0023666433689914,-.0000882619668174
DIVX,vol,5,.0005871657488297,.0008938022154587,.6569302902525992,.5143633183992918,-.0012099440520131,.0023842755496725
DIVX,rer,5,.0167061469976549,.0393290583685954,.4247787180939707,.6728961073054675,-.0623702247428752,.095782518738185
DIVX,humcap,5,.1463840119895411,.0616733922475366,2.373535922947194,.021668998550804,.0223813459160511,.2703866780630311
DIVX,innov,5,.0701031068527839,.0283293178359816,2.474578006384065,.0169248243162464,.0131431957519752,.1270630179535926
DIVX,net,5,-.0001071609214046,.0004536351457315,-.2362271142633798,.8142615792901918,-.0010192555126923,.0008049336698831
DIVX,log_gdppc,5,-.2105262352925354,.0483589762574377,-4.353405542991744,.0000699429505513,-.3077584737988647,-.1132939967862061
DIVX,govcons,5,.0003084035696622,.0016192340740018,.1904626234180008,.8497498891077137,-.0029472847402553,.0035640918795797
DIVX,fin,5,.0007756795460695,.0005506826076178,1.408578254223454,.1654048001140178,-.000331542045226,.001882901137365
