order,outcome,model,sample_variable,country_id,country_iso3_code,country,sample_observations,first_year,last_year,calendar_span,internal_gaps,excluded
300,eci,t4,sample_t4_eci,25,IND,India,22,1996,2020,25,3,0
301,eci,t4,sample_t4_eci,26,IRN,Iran,22,1996,2020,25,3,0
302,eci,t4,sample_t4_eci,27,IRQ,Iraq,22,1996,2020,25,3,0
303,eci,t4,sample_t4_eci,28,ISR,Israel,22,1996,2020,25,3,0
304,eci,t4,sample_t4_eci,29,JAM,Jamaica,22,1996,2020,25,3,0
305,eci,t4,sample_t4_eci,30,JOR,Jordan,22,1996,2020,25,3,0
306,eci,t4,sample_t4_eci,31,KWT,Kuwait,21,1996,2019,24,3,0
307,eci,t4,sample_t4_eci,32,LBR,Liberia,20,2000,2020,21,1,0
308,eci,t4,sample_t4_eci,33,LBY,Libya,22,1996,2020,25,3,0
309,eci,t4,sample_t4_eci,34,MNG,Mongolia,22,1996,2020,25,3,0
310,eci,t4,sample_t4_eci,35,MRT,Mauritania,22,1996,2020,25,3,0
311,eci,t4,sample_t4_eci,36,NGA,Nigeria,22,1996,2020,25,3,0
312,eci,t4,sample_t4_eci,37,NOR,Norway,22,1996,2020,25,3,0
313,eci,t4,sample_t4_eci,38,NRU,Nauru,0,,,0,0,1
314,eci,t4,sample_t4_eci,39,OMN,Oman,22,1996,2020,25,3,0
315,eci,t4,sample_t4_eci,40,PER,Peru,22,1996,2020,25,3,0
316,eci,t4,sample_t4_eci,41,PNG,Papua New Guinea,22,1996,2020,25,3,0
317,eci,t4,sample_t4_eci,42,QAT,Qatar,22,1996,2020,25,3,0
318,eci,t4,sample_t4_eci,43,RUS,Russian Federation,22,1996,2020,25,3,0
319,eci,t4,sample_t4_eci,44,SAU,Saudi Arabia,22,1996,2020,25,3,0
320,eci,t4,sample_t4_eci,45,SLE,Sierra Leone,0,,,0,0,1
321,eci,t4,sample_t4_eci,46,SUR,Suriname,20,2000,2020,21,1,0
322,eci,t4,sample_t4_eci,47,SYC,Seychelles,22,1996,2020,25,3,0
323,eci,t4,sample_t4_eci,48,SYR,Syria,21,1996,2019,24,3,0
324,eci,t4,sample_t4_eci,49,TGO,Togo,22,1996,2020,25,3,0
325,eci,t4,sample_t4_eci,50,TTO,Trinidad and Tobago,22,1996,2020,25,3,0
326,eci,t4,sample_t4_eci,51,VEN,Venezuela,15,1996,2013,18,3,0
327,eci,t4,sample_t4_eci,52,VNM,Vietnam,22,1996,2020,25,3,0
328,eci,t4,sample_t4_eci,53,YEM,Yemen,17,1996,2015,20,3,0
329,eci,t4,sample_t4_eci,54,ZAF,South Africa,22,1996,2020,25,3,0
330,eci,t4,sample_t4_eci,55,ZMB,Zambia,22,1996,2020,25,3,0
331,eci,t5,sample_t5_eci,1,AGO,Angola,19,2003,2021,19,0,0
332,eci,t5,sample_t5_eci,2,ALB,Albania,19,2003,2021,19,0,0
333,eci,t5,sample_t5_eci,3,ARE,United Arab Emirates,19,2003,2021,19,0,0
334,eci,t5,sample_t5_eci,4,ATG,Antigua and Barbuda,19,2003,2021,19,0,0
335,eci,t5,sample_t5_eci,5,AUS,Australia,19,2003,2021,19,0,0
336,eci,t5,sample_t5_eci,6,BDI,Burundi,19,2003,2021,19,0,0
337,eci,t5,sample_t5_eci,7,BHR,Bahrain,19,2003,2021,19,0,0
338,eci,t5,sample_t5_eci,8,BOL,Bolivia,19,2003,2021,19,0,0
339,eci,t5,sample_t5_eci,9,BRN,Brunei,19,2003,2021,19,0,0
340,eci,t5,sample_t5_eci,10,CAF,Central African Republic,19,2003,2021,19,0,0
341,eci,t5,sample_t5_eci,11,CHL,Chile,19,2003,2021,19,0,0
342,eci,t5,sample_t5_eci,12,CMR,Cameroon,19,2003,2021,19,0,0
343,eci,t5,sample_t5_eci,13,COD,Democratic Republic of the Congo,16,2003,2021,19,3,0
344,eci,t5,sample_t5_eci,14,COG,Republic of the Congo,16,2006,2021,16,0,0
345,eci,t5,sample_t5_eci,15,COL,Colombia,19,2003,2021,19,0,0
346,eci,t5,sample_t5_eci,16,DZA,Algeria,19,2003,2021,19,0,0
347,eci,t5,sample_t5_eci,17,ECU,Ecuador,19,2003,2021,19,0,0
348,eci,t5,sample_t5_eci,18,EGY,Egypt,19,2003,2021,19,0,0
349,eci,t5,sample_t5_eci,19,GAB,Gabon,19,2003,2021,19,0,0
350,eci,t5,sample_t5_eci,20,GHA,Ghana,19,2003,2021,19,0,0
351,eci,t5,sample_t5_eci,21,GIN,Guinea,19,2003,2021,19,0,0
352,eci,t5,sample_t5_eci,22,GMB,The Gambia,19,2003,2021,19,0,0
353,eci,t5,sample_t5_eci,23,GUY,Guyana,19,2003,2021,19,0,0
354,eci,t5,sample_t5_eci,24,IDN,Indonesia,19,2003,2021,19,0,0
355,eci,t5,sample_t5_eci,25,IND,India,19,2003,2021,19,0,0
356,eci,t5,sample_t5_eci,26,IRN,Iran,19,2003,2021,19,0,0
357,eci,t5,sample_t5_eci,27,IRQ,Iraq,19,2003,2021,19,0,0
358,eci,t5,sample_t5_eci,28,ISR,Israel,19,2003,2021,19,0,0
359,eci,t5,sample_t5_eci,29,JAM,Jamaica,19,2003,2021,19,0,0
360,eci,t5,sample_t5_eci,30,JOR,Jordan,19,2003,2021,19,0,0
361,eci,t5,sample_t5_eci,31,KWT,Kuwait,18,2003,2020,18,0,0
362,eci,t5,sample_t5_eci,32,LBR,Liberia,19,2003,2021,19,0,0
363,eci,t5,sample_t5_eci,33,LBY,Libya,19,2003,2021,19,0,0
364,eci,t5,sample_t5_eci,34,MNG,Mongolia,19,2003,2021,19,0,0
365,eci,t5,sample_t5_eci,35,MRT,Mauritania,19,2003,2021,19,0,0
366,eci,t5,sample_t5_eci,36,NGA,Nigeria,19,2003,2021,19,0,0
367,eci,t5,sample_t5_eci,37,NOR,Norway,19,2003,2021,19,0,0
368,eci,t5,sample_t5_eci,38,NRU,Nauru,0,,,0,0,1
369,eci,t5,sample_t5_eci,39,OMN,Oman,19,2003,2021,19,0,0
370,eci,t5,sample_t5_eci,40,PER,Peru,19,2003,2021,19,0,0
371,eci,t5,sample_t5_eci,41,PNG,Papua New Guinea,19,2003,2021,19,0,0
372,eci,t5,sample_t5_eci,42,QAT,Qatar,19,2003,2021,19,0,0
373,eci,t5,sample_t5_eci,43,RUS,Russian Federation,19,2003,2021,19,0,0
374,eci,t5,sample_t5_eci,44,SAU,Saudi Arabia,19,2003,2021,19,0,0
375,eci,t5,sample_t5_eci,45,SLE,Sierra Leone,0,,,0,0,1
376,eci,t5,sample_t5_eci,46,SUR,Suriname,19,2003,2021,19,0,0
377,eci,t5,sample_t5_eci,47,SYC,Seychelles,19,2003,2021,19,0,0
378,eci,t5,sample_t5_eci,48,SYR,Syria,18,2003,2020,18,0,0
379,eci,t5,sample_t5_eci,49,TGO,Togo,19,2003,2021,19,0,0
380,eci,t5,sample_t5_eci,50,TTO,Trinidad and Tobago,19,2003,2021,19,0,0
381,eci,t5,sample_t5_eci,51,VEN,Venezuela,12,2003,2014,12,0,0
382,eci,t5,sample_t5_eci,52,VNM,Vietnam,19,2003,2021,19,0,0
383,eci,t5,sample_t5_eci,53,YEM,Yemen,14,2003,2016,14,0,0
384,eci,t5,sample_t5_eci,54,ZAF,South Africa,19,2003,2021,19,0,0
385,eci,t5,sample_t5_eci,55,ZMB,Zambia,19,2003,2021,19,0,0
